"";"Abies";"Picea";"Pinus";"Betula";"Alnus";"Corylus";"Carpinus";"Quercus";"Tilia";"Ulmus";"Fraxinus";"Fagus";"Poaceae";"Ericaceae";"Artemisia";"Cerealia-type";"Ranunculaceae";"Juniperus";"Populus";"Salix"
"50.405";0;0,0313;0,1473;0,5313;0;0,0134;0;0,0045;0;0,0089;0;0;0,1786;0;0,0313;0;0,0045;0;0;0
"50.505";0;0,1176;0,5441;0,1949;0,011;0,011;0,0184;0,011;0;0,0588;0;0;0,0221;0,0037;0;0;0;0;0;0
"50.605";0;0,1614;0,4841;0,1614;0,012;0,0159;0,008;0,0299;0;0,0239;0;0;0,0677;0,002;0,0179;0;0;0;0;0,004
"50.7";0,009;0,1435;0,4529;0,3094;0,009;0;0,0224;0;0;0,0404;0;0;0,0135;0;0;0;0;0;0;0
"50.805";0;0,133;0,2512;0,5419;0,0049;0,0099;0,0099;0;0;0,0246;0;0;0,0246;0;0;0;0;0;0;0
"50.9";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"51";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"51.2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"51.3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"51.4";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"51.5";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"51.6";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"51.75";0;0,2167;0,5833;0,0833;0;0;0,0333;0,0167;0;0;0;0;0,0667;0;0;0;0;0;0;0
"51.8";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"51.9";0;0,2105;0,4211;0,1228;0;0;0,0175;0,1228;0;0,0175;0;0;0,0702;0;0;0;0;0;0;0
"52";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"52.205";0;0,2971;0,5774;0,0628;0,0126;0;0;0;0;0,0042;0;0;0,0418;0;0;0;0;0;0;0
"52.3";0;0,1713;0,6713;0,0694;0,0046;0;0;0,0093;0;0,0093;0;0;0,0648;0;0;0;0;0;0;0
"52.405";0;0,215;0,6262;0,0794;0,0047;0;0;0,0047;0;0;0;0;0,0561;0;0;0;0;0;0;0,0047
"52.5";0;0,1628;0,7209;0,0349;0;0;0,0116;0;0;0;0;0;0,0465;0;0;0;0;0;0;0
"52.605";0;0,1973;0,5547;0,0933;0,0267;0,0107;0,0213;0,0213;0;0,032;0;0;0,016;0,0107;0,0027;0;0;0;0;0
"52.7";0;0,2442;0,6267;0,0737;0;0;0;0,0138;0;0,0046;0;0;0,0323;0;0;0;0;0;0;0
"52.805";0;0,1311;0,5825;0,1214;0,0291;0;0;0,0097;0;0,0146;0;0;0,1019;0;0,0049;0;0,0049;0;0;0
"52.9";0;0,177;0,6364;0,0718;0,0096;0;0,0048;0,0096;0;0;0;0;0,0766;0,0048;0,0048;0;0;0;0;0
"53.005";0;0,2528;0,5688;0,0335;0,0112;0;0,0037;0,0186;0;0;0;0;0,0929;0;0,0037;0;0;0;0;0
"53.205";0;0,1875;0,5577;0,0385;0,0144;0;0,0048;0,024;0;0,0288;0;0;0,1058;0;0,0048;0;0;0;0;0
"53.3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"53.405";0;0,1552;0,6983;0,0603;0;0;0;0,0086;0;0,0086;0;0;0,069;0;0;0;0;0;0;0
"53.5";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"53.605";0;0,1528;0,7396;0,0264;0,0302;0,0094;0,0038;0,0208;0;0,0019;0;0;0,0094;0,0057;0;0;0;0;0;0
"53.7";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"53.805";0;0,1198;0,781;0,0331;0;0;0,0083;0;0;0;0;0;0,0455;0;0,0041;0;0,0041;0;0;0
"53.905";0;0,1845;0,7082;0,0558;0,0086;0;0,0129;0,0043;0;0;0;0;0,0215;0;0;0;0;0;0;0
"54";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"54.205";0;0,1055;0,7266;0,0273;0,0039;0;0;0,0234;0;0,0195;0;0;0,0898;0;0;0;0;0;0;0
"54.3";0;0,173;0,6329;0,0295;0,0042;0,0042;0,0295;0,0422;0;0,0211;0;0;0,0506;0;0;0;0;0;0;0
"54.405";0;0,1928;0,6305;0,0361;0,0241;0;0,004;0,012;0;0,0241;0;0;0,0602;0;0;0;0;0;0;0,004
"54.5";0;0,2949;0,5256;0;0;0;0;0,0256;0;0,0256;0;0;0,1154;0;0;0;0;0;0;0
"54.605";0;0,1803;0,6197;0,0197;0,0318;0,0121;0,0091;0,0333;0;0,0682;0;0;0,0212;0;0;0;0;0;0;0,0015
"54.7";0;0,1633;0,5777;0,0359;0;0;0,0239;0,0598;0;0,0518;0;0;0,0717;0;0;0;0;0;0;0
"54.805";0;0,1156;0,619;0,0204;0;0;0;0,0204;0;0,068;0;0;0,1429;0;0;0;0;0;0;0,0136
"54.9";0;0,0392;0,3725;0,0588;0;0;0;0;0;0;0;0;0,4314;0;0;0;0;0;0;0,0784
"55.005";0;0,2974;0,5388;0,0388;0;0;0,0216;0,0172;0;0,0129;0;0;0,069;0;0;0;0;0;0;0
"55.205";0;0,1597;0,7311;0,0336;0,0084;0;0;0;0;0,0084;0;0;0,0588;0;0;0;0;0;0;0
"55.3";0;0,0625;0,7813;0,0313;0;0;0;0,0313;0;0;0;0;0,0938;0;0;0;0;0;0;0
"55.405";0;0,2254;0,6573;0,0516;0,0047;0;0;0;0;0,0141;0;0;0,0423;0,0047;0;0;0;0;0;0
"55.5";0;0,1558;0,7013;0,0649;0,0043;0;0,013;0,0043;0;0;0;0;0,0433;0,0087;0;0;0;0;0;0
"55.605";0;0,0748;0,8384;0,0425;0,0017;0,0017;0,0034;0,0136;0;0,0051;0;0;0,0136;0;0;0;0;0;0;0
"55.7";0;0,1207;0,5862;0,0862;0;0;0;0;0;0,0345;0;0;0,1552;0;0;0;0;0;0;0
"55.805";0;0,127;0,7143;0;0;0,0159;0;0,0159;0;0;0;0;0,1111;0;0;0;0;0;0;0
"55.9";0;0,1978;0,6374;0,1099;0,011;0;0;0;0;0;0;0;0,044;0;0;0;0;0;0;0
"56.005";0;0,2213;0,6482;0,0395;0,004;0;0;0,0119;0;0,0119;0;0;0,0514;0,0079;0;0;0;0;0;0,004
"56.205";0;0,1743;0,722;0,0373;0;0;0;0,0124;0;0,0083;0;0;0,0456;0;0;0;0;0;0;0
"56.3";0;0,1388;0,7265;0,0735;0;0;0,0041;0,0122;0;0;0;0;0,0367;0,0041;0;0;0,0041;0;0;0
"56.405";0;0,2913;0,5631;0,1165;0;0;0;0;0;0,0097;0;0;0,0097;0;0;0;0;0;0;0
"56.5";0;0,1524;0,719;0,0476;0,0048;0;0,0048;0;0;0,0048;0;0;0,0571;0,0048;0,0048;0;0;0;0;0
"56.605";0;0,2376;0,6444;0,065;0,0068;0,0085;0,0017;0,0068;0;0,0085;0;0;0,0085;0,0051;0,0017;0;0;0;0;0,0017
"56.7";0;0,148;0,6457;0,157;0;0;0;0,0045;0;0;0;0;0,0359;0,009;0;0;0;0;0;0
"56.805";0;0,1834;0,6725;0,0917;0;0,0131;0,0087;0;0;0;0;0;0,0262;0,0044;0;0;0;0;0;0
"56.9";0;0,0897;0,7821;0,1026;0;0;0;0;0;0,0085;0;0;0,0128;0;0;0;0;0;0;0
"57.005";0;0,1376;0,7798;0,055;0;0;0;0;0;0;0;0;0,0183;0;0;0;0;0;0;0
"57.205";0;0,25;0,6316;0,0526;0;0;0;0,0044;0;0,0219;0;0;0,0351;0,0044;0;0;0;0;0;0
"57.3";0;0,176;0,652;0,112;0;0,004;0,008;0,008;0;0,02;0;0;0,02;0;0;0;0;0;0;0
"57.405";0;0,1416;0,7725;0,0386;0;0;0;0,0086;0;0,0043;0;0;0,03;0;0;0;0;0;0;0,0043
"57.5";0;0,1991;0,5575;0,0929;0,0044;0,0088;0,0265;0,0265;0;0,0487;0;0;0,0265;0,0044;0;0;0;0;0;0
"57.605";0;0,2208;0,5332;0,1005;0,0126;0,0108;0,0054;0,0449;0;0,0592;0;0;0,0054;0,0018;0;0;0;0;0;0,0036
"57.7";0;0,2723;0,3973;0,1205;0,0089;0,0134;0,0313;0,0223;0;0,1071;0,0045;0;0,0223;0;0;0;0;0;0;0
"57.805";0;0,1303;0,4225;0,1972;0,0211;0,0141;0,0141;0,0845;0;0,081;0;0;0,0317;0,0035;0;0;0;0;0;0
"57.9";0;0,1545;0,3727;0,1364;0,0455;0,0364;0,0182;0,0636;0;0,1455;0;0;0,0273;0;0;0;0;0;0;0
"58.005";0;0,2338;0,3853;0,1991;0,0087;0,013;0,013;0,0346;0;0,0866;0;0;0,0216;0;0;0;0;0;0;0
"58.205";0;0,1494;0,3527;0,3237;0;0,0166;0,0041;0,0498;0;0,0539;0;0;0,0498;0;0;0;0;0;0;0
"58.3";0;0,0472;0,3302;0,2547;0;0;0;0;0;0;0;0;0,2925;0;0,0283;0;0;0;0;0,0094
"58.405";0;0,1794;0,5592;0,0763;0,0115;0,0134;0,0095;0,0706;0;0,0687;0;0;0,0076;0,0019;0;0;0;0;0;0
"58.5";0;0,1078;0,4902;0,1667;0,0098;0;0;0,0392;0;0,0882;0;0;0,0588;0;0,0098;0;0;0;0;0
"58.605";0,0012;0,0872;0,6118;0,1474;0,0221;0,0025;0;0,0381;0;0,0651;0;0;0,0221;0;0;0;0;0,0012;0;0,0012
"58.7";0;0,0129;0,6379;0,2802;0,0043;0;0,0129;0,0129;0;0,0043;0;0;0,0345;0;0;0;0;0;0;0
"58.805";0;0,14;0,58;0,12;0;0;0;0,01;0;0;0;0;0,07;0;0,01;0;0;0,01;0;0
"58.9";0;0,1154;0,649;0,0962;0;0;0;0;0;0;0;0;0,0962;0;0,0144;0;0;0;0;0,0096
"59.005";0;0,0495;0,5941;0,0693;0;0;0;0;0;0;0;0;0,2574;0;0;0,0099;0;0;0;0
"59.205";0;0,0437;0,6942;0,0728;0;0;0,0049;0;0;0;0;0;0,1602;0;0;0;0,0049;0,0097;0;0
"59.3";0;0,1622;0,7162;0,0766;0;0;0;0;0;0;0;0;0,0315;0;0;0;0;0;0;0,009
"59.405";0;0,0694;0,7361;0,1181;0;0;0;0;0;0;0;0;0,0694;0;0;0;0;0;0;0
"59.5";0;0,0868;0,5774;0,2906;0,0038;0;0;0,0038;0;0;0;0;0,0377;0;0;0;0;0;0;0
"59.605";0;0,1193;0,6168;0,1802;0;0;0,0051;0,0051;0;0,0178;0;0;0,0482;0;0;0;0;0;0;0
"59.7";0;0,0803;0,6825;0,1642;0,0036;0;0;0,0109;0;0;0;0;0,0401;0;0,0146;0;0;0,0036;0;0
"59.805";0;0,056;0,7629;0,1034;0;0,0129;0,0043;0,0043;0;0;0;0;0,0345;0;0,0043;0,0043;0;0;0;0
"59.9";0;0,0586;0,5565;0,2678;0;0;0;0;0;0;0;0;0,0962;0;0,0042;0,0084;0;0;0;0
"60.004";0;0,0971;0,5971;0,2233;0;0;0;0,0049;0;0;0;0;0,0777;0;0;0;0;0;0;0
"60.153";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"60.229";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"60.305";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"60.382";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"60.458";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"60.534";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"60.611";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"60.687";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"60.763";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"60.92";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"60.992";0;0,0161;0,5968;0,0484;0;0;0;0;0;0;0;0;0,2742;0;0;0;0;0,0161;0;0,0323
"61.073";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"61.145";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"61.225";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"61.298";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"61.374";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"61.531";0;0,0526;0,6316;0,0877;0;0;0,0175;0;0;0;0;0;0,1754;0;0;0;0;0;0;0,0175
"61.683";0;0,08;0,7156;0,1644;0;0;0;0;0;0;0;0;0,0356;0;0;0;0;0;0;0
"61.756";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"61.836";0;0;0,6543;0,1975;0;0;0;0,0123;0;0;0;0;0,0741;0;0;0;0;0;0;0
"61.908";0;0;0,5217;0,0725;0;0;0;0;0;0,0145;0;0;0,2899;0;0;0,0145;0;0;0;0,058
"61.989";0;0,0049;0,6108;0,133;0,0148;0,0049;0;0;0;0;0;0;0,2069;0;0;0;0;0;0;0,0246
"62.061";0;0;0,1695;0,1186;0;0;0;0,0339;0;0;0;0;0,6441;0;0;0;0,0169;0;0;0,0169
"62.218";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"62.29";0;0;0,3269;0;0,0192;0;0;0;0;0;0;0;0,6346;0,0192;0;0;0;0;0;0
"62.443";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"62.523";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"62.595";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"62.672";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"62.748";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"62.828";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"62.905";0;0;0,2783;0,0348;0;0;0;0;0;0;0;0;0,6522;0,0087;0;0,0174;0;0;0;0
"62.977";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"63.057";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"63.21";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"63.286";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"63.363";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"63.435";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"63.515";0;0,0253;0,5696;0,0759;0,0063;0;0;0;0;0;0;0;0,3101;0;0;0;0;0;0;0
"63.588";0;0,08;0,58;0,04;0;0;0;0,02;0;0;0;0;0,28;0;0;0;0;0;0;0
"63.664";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"63.74";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"63.821";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"63.973";0;0;0,129;0,0323;0;0;0;0,0161;0;0,0161;0;0;0,6452;0;0,0645;0,0484;0;0;0;0
"64.05";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"64.126";0;0,0351;0,193;0,1754;0;0;0,0351;0,0175;0;0;0;0;0,4561;0;0;0;0;0;0;0
"64.198";0;0;0,2222;0,1296;0;0;0;0,0185;0;0;0;0;0,5185;0;0,0926;0,0185;0;0;0;0
"64.279";0;0,0062;0,108;0,1111;0;0;0;0,0031;0;0;0;0;0,6574;0;0,071;0,0062;0;0;0;0
"64.351";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"64.431";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"64.504";0;0;0,4615;0,0385;0;0;0,0192;0,0192;0;0;0;0;0,4615;0;0;0;0;0;0;0
"64.584";0;0;0,717;0,0377;0;0;0;0;0;0;0;0;0,1887;0;0;0;0;0;0;0
"64.737";0;0,0476;0,6476;0,0286;0;0;0;0;0;0;0;0;0,2095;0;0;0,0286;0;0;0;0
"64.889";0;0;0,125;0,0313;0,0156;0;0;0;0;0,0313;0;0;0,5938;0;0,0938;0,0313;0,0469;0;0;0,0156
"65.042";0;0;0,0857;0,0381;0,0381;0;0;0;0;0;0;0;0,7238;0;0,0762;0,019;0;0;0;0
"65.195";0;0,0145;0,6377;0,0435;0;0;0;0;0;0;0;0;0,2754;0;0;0;0;0;0;0
"65.347";0;0;0,9545;0,0065;0;0;0;0;0;0;0;0;0,0325;0;0;0,0065;0;0;0;0
"65.424";0;0;0,4691;0,0617;0;0;0;0;0;0;0;0;0,4074;0;0,037;0;0;0;0;0
"65.496";0;0,0439;0,5088;0,1316;0,0175;0;0;0;0;0;0;0;0,2982;0;0;0;0;0;0;0
"65.576";0;0,0238;0,2976;0,0595;0;0,0119;0;0;0;0;0;0;0,4762;0;0,0714;0,0119;0;0;0;0,0476
"65.676";0;0,1344;0,7473;0,0269;0;0;0;0;0;0;0;0;0,0806;0;0;0;0;0;0;0
"65.687";0;0,0862;0,7414;0,0172;0;0;0;0;0;0;0;0;0,1552;0;0;0;0;0;0;0
"65.805";0;0,0439;0,5088;0,1316;0,0175;0;0;0;0;0;0;0;0,2982;0;0;0;0;0;0;0
"65.878";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"65.954";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"66.008";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"66.031";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"66.111";0;0,0685;0,3014;0,0548;0;0;0;0,0274;0;0;0;0;0,4384;0;0;0;0,0137;0;0;0
"66.263";0;0,0291;0,4272;0,068;0,0291;0;0;0;0;0;0;0;0,4078;0;0,0097;0;0;0;0;0
"66.336";0;0,1348;0,5955;0,1011;0;0;0;0,0112;0;0;0;0;0,1124;0;0;0,0112;0;0;0;0
"66.416";0;0,0179;0,625;0,0536;0;0;0;0;0;0;0;0;0,3036;0;0;0;0;0;0;0
"66.489";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"66.569";0;0;0,1628;0,1395;0;0;0;0;0;0;0;0;0,5814;0,0116;0,0116;0,0116;0;0;0;0
"66.641";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"66.721";0;0,0357;0,2946;0,0982;0;0;0;0;0;0;0;0;0,5;0;0;0;0,0089;0;0;0,0089
"66.794";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"66.874";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"67.027";0;0,0244;0,6748;0,0325;0;0;0;0;0;0,0081;0;0;0,2358;0;0;0;0;0;0;0
"67.099";0;0,18;0,62;0,1;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0
"67.179";0;0,084;0,5802;0,1145;0;0;0;0;0;0;0;0;0,1832;0;0;0,0076;0;0;0;0
"67.252";0;0,0777;0,5922;0,068;0;0;0;0;0;0;0;0;0,1845;0;0,0194;0;0;0,0097;0;0,0097
"67.332";0;0,0536;0,5595;0,2202;0,0119;0,0179;0,006;0,006;0;0,0179;0;0;0,0952;0,006;0;0;0;0;0;0
"67.405";0;0,0476;0,4921;0,2381;0;0;0;0;0;0;0;0;0,1746;0;0,0159;0;0;0;0;0,0317
"67.485";0;0,0714;0,5429;0,0857;0;0;0;0;0;0;0;0;0,2286;0;0,0357;0;0,0071;0;0;0
"67.557";0;0,1111;0,537;0,1296;0;0;0;0;0;0;0;0;0,2222;0;0;0;0;0;0;0
"67.637";0;0,0957;0,7826;0,0435;0;0;0;0;0;0;0;0;0,0783;0;0;0;0;0;0;0
"67.79";0;0,0724;0,5475;0,1448;0;0;0;0;0;0;0;0;0,2081;0;0;0;0;0;0;0,0045
"67.866";0;0,16;0,45;0,12;0;0;0,01;0;0;0;0;0;0,2;0;0,02;0;0;0,01;0;0
"67.943";0;0,1503;0,6536;0,1046;0,0065;0;0;0;0;0;0;0;0,0784;0;0;0;0;0;0;0
"68.015";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"68.095";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"68.168";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"68.244";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"68.321";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"68.397";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"68.553";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"68.626";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"68.702";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
