Abies;Acer campestre-type;Alnus;Apiaceae;Armeria-type;Artemisia;Asteraceae;Betula;Brassicaceae;Buxus;Campanulaceae;Carpinus;Caryophyllaceae (periporate excl. Paronychioideae);Centaurea;Chenopodiaceae/Amaranthaceae;Callina vulgaris;Corylus;Cyperaceae;Euhedra distachya-type;Ericaceae;Euphorbiaceae;Fagus;Filipendula;Fraxinus;Hedera;Helianthemum;Hippophae rhamnoides;Ilex;Juniperus;Picea;Pinus;Plantaginaceae;Poaceae;Polygonum;Populus;Quercus;Ranunculus acris-type;Rosaceae;Rubiaceae;Rumex;Salix;Saxifragaceae;Taxus;Thalictrum;Tilia;Trifolium-type;Ulmus;Varia
0;0;0;0,009;0;0,094;0;0,085;0,038;0;0;0;0,066;0;0,019;0;0;0,543;0;0;0;0;0,009;0;0;0,038;0;0;0,019;0,028;0,179;0,019;0,189;0,009;0;0;0,488;0;0,009;0,019;0,019;0,009;0;0,085;0;0;0;0,009
0;0;0,008;0;0;0,041;0;0,124;0,033;0;0;0;0,008;0;0,017;0;0;0,554;0;0;0;0;0,033;0;0;0,008;0,008;0;0,033;0,045;0,128;0,017;0,364;0;0;0;0,549;0;0;0,008;0,025;0;0;0,066;0;0;0;0,007
0,009;0;0;0,009;0;0,056;0;0,112;0,009;0;0;0;0,019;0;0;0;0;0,508;0;0;0;0;0,019;0;0;0,009;0,009;0;0,019;0,056;0,172;0,009;0,391;0;0;0;0,494;0;0;0,009;0;0;0;0,056;0;0;0;0,003
0;0;0;0;0;0,063;0;0,154;0,014;0;0,014;0;0,028;0,007;0;0;0,007;0,482;0;0;0;0;0,021;0;0;0,014;0;0;0,007;0,098;0,217;0;0,224;0,014;0;0;0,489;0;0;0,007;0;0;0;0,056;0;0;0;0,002
0;0;0;0,009;0;0,081;0;0,163;0,063;0;0;0;0,018;0;0,018;0;0;0,485;0;0;0;0;0,018;0;0;0,009;0;0;0,009;0,023;0,154;0,009;0,353;0;0;0;0,478;0;0;0;0,027;0;0;0,036;0;0;0;0,009
0;0;0;0,025;0;0,107;0;0,246;0,041;0;0;0;0,033;0;0,033;0;0;0,514;0;0;0;0;0,016;0;0;0,016;0;0;0;0,07;0,102;0,008;0,148;0,016;0;0;0,45;0;0;0,008;0,008;0;0;0,066;0,008;0;0;0,008
0;0;0;0;0;0,02;0;0,198;0,01;0;0;0;0,089;0;0,03;0;0,01;0,541;0;0;0;0;0;0;0;0,02;0;0;0,01;0,064;0,153;0;0,327;0;0;0;0,545;0;0;0;0;0;0;0;0;0,01;0;0,003
0;0;0;0,024;0;0,126;0;0,165;0,031;0;0,008;0;0,031;0,008;0;0;0;0,5;0;0;0;0;0,008;0;0;0;0;0;0,016;0,016;0,087;0;0,276;0,008;0;0;0,533;0;0,016;0,008;0;0,008;0;0,102;0;0;0;0,01
0;0;0,008;0,024;0;0,063;0;0,134;0,032;0;0;0;0,024;0;0,008;0;0;0,505;0;0;0;0;0,024;0;0;0,024;0;0;0;0,103;0,233;0,008;0,213;0;0;0;0,48;0;0;0,008;0,024;0;0;0,016;0;0;0;0,005
0;0;0;0;0;0,036;0;0,126;0,045;0;0;0,009;0,018;0;0,009;0;0,018;0,437;0;0,009;0;0;0;0;0;0,009;0;0;0,009;0,036;0,117;0;0,459;0;0;0;0,513;0,009;0;0,027;0,009;0;0;0,054;0;0;0;0,019
0;0;0,009;0,009;0;0,056;0;0,194;0,037;0;0,009;0;0,046;0;0,019;0;0;0,528;0;0;0;0;0,019;0;0;0,019;0,009;0;0,019;0,102;0,157;0,009;0,213;0,009;0;0;0,53;0;0;0;0,019;0;0;0,028;0;0;0;0,006
0;0;0;0,02;0;0,039;0;0,148;0,049;0;0;0;0,049;0,01;0,01;0;0,01;0,525;0,01;0;0;0;0,02;0;0;0,03;0;0;0,02;0,054;0,167;0;0,217;0,01;0;0;0,478;0;0;0,01;0,03;0,01;0;0,059;0;0;0;0,013
0;0;0,009;0;0;0,179;0;0,098;0,027;0;0;0;0,009;0;0,018;0;0;0,349;0;0;0;0;0,018;0;0;0,045;0;0;0,009;0,022;0,058;0;0,304;0;0;0;0,778;0;0;0,018;0,036;0;0;0,089;0,009;0;0,009;0,005
0;0;0,009;0,009;0;0,137;0;0,137;0,009;0;0;0;0;0;0,009;0;0;0,376;0;0;0;0;0,018;0;0;0,064;0,009;0;0,009;0;0,059;0;0,274;0;0;0;0,717;0;0,018;0,009;0,027;0;0;0,091;0;0;0;0,007
0;0;0;0,011;0;0,165;0;0,077;0;0;0;0;0,011;0;0,033;0;0;0,393;0,011;0;0;0;0,011;0;0;0,044;0;0;0,011;0,016;0,093;0,022;0,33;0;0;0;0,761;0;0;0;0,033;0;0;0,077;0;0;0;0,009
0;0;0;0,014;0;0,17;0;0,085;0;0;0;0;0;0;0,043;0;0;0,4;0,014;0;0;0;0;0;0;0,057;0;0;0,014;0,014;0,078;0,028;0,326;0;0;0;0,749;0;0;0;0,043;0;0;0,057;0;0;0;0,012
0;0;0;0,009;0;0,201;0,017;0,096;0,026;0;0;0;0,009;0;0,026;0;0;0,437;0,009;0;0;0;0;0;0;0,087;0;0;0;0,022;0,07;0,009;0,227;0,009;0;0;0,776;0;0;0;0,026;0;0;0,087;0;0;0;0,007
0;0;0,01;0,01;0;0,082;0;0,154;0,021;0;0;0;0,021;0;0,01;0;0;0,571;0;0;0;0;0,01;0;0;0,041;0;0;0,01;0,026;0,082;0,01;0,318;0;0;0;0,766;0;0,021;0;0,021;0;0;0,103;0;0;0;0,007
0;0;0;0,012;0,012;0,185;0;0,081;0,023;0;0;0;0,046;0;0,058;0;0;0,38;0;0;0;0;0,012;0;0;0,081;0;0;0;0,023;0,052;0;0,197;0,012;0;0;0,743;0;0,012;0;0;0;0;0,127;0;0;0;0,013
0;0;0;0,011;0;0,193;0;0,091;0,034;0;0;0;0;0;0,023;0;0,011;0,296;0;0;0;0;0,011;0;0;0,045;0;0;0;0,028;0,074;0;0,273;0;0;0;0,698;0;0;0,023;0,011;0;0;0,125;0;0;0;0,015
0;0;0;0,01;0,01;0,168;0;0,042;0,042;0;0;0;0,031;0;0,021;0;0;0,251;0;0;0;0;0,01;0;0;0,115;0;0;0;0,094;0,12;0;0,168;0,01;0;0;0,72;0;0,01;0,01;0;0;0;0;0;0;0;0,005
0;0;0;0,018;0;0,118;0;0,109;0,018;0;0;0;0,018;0;0;0;0,009;0,299;0;0;0;0;0;0;0;0,036;0;0;0,009;0;0,045;0,009;0,418;0,018;0;0;0,565;0;0;0,009;0,027;0;0;0,1;0;0;0;0,026
0;0;0;0;0;0,182;0;0,05;0,008;0;0,008;0;0,058;0;0,041;0;0;0,234;0;0;0;0;0,008;0;0;0,099;0;0;0,008;0,033;0,091;0;0,281;0;0;0;0,59;0;0;0;0,033;0;0;0,025;0;0;0;0,009
0;0;0;0,013;0;0,237;0;0,079;0,026;0;0;0;0,053;0;0,013;0;0,013;0,377;0;0;0;0;0,013;0;0;0,053;0;0;0,013;0;0,066;0,013;0,289;0;0;0;0,801;0;0;0,013;0,013;0;0;0,039;0;0;0;0
0;0;0;0,035;0;0,266;0;0,046;0;0;0;0;0,023;0;0,023;0;0,012;0,384;0;0;0;0;0;0;0;0,081;0;0;0;0,04;0,092;0,012;0,092;0,012;0;0,012;0,79;0;0,023;0;0,012;0;0;0,116;0;0,012;0;0,009
0;0;0;0;0;0,1;0;0,12;0,01;0;0;0;0;0;0,02;0;0;0,355;0;0;0;0;0,01;0;0;0,05;0;0;0;0,02;0,1;0;0,46;0;0;0;0,738;0;0;0,02;0,01;0;0;0,04;0;0;0;0,002
0;0;0,005;0,011;0;0,177;0,011;0,226;0,022;0;0;0;0,022;0;0,005;0;0,011;0,287;0,005;0,005;0;0;0,011;0;0;0,043;0,005;0;0;0,019;0,056;0,016;0,183;0;0;0;0,699;0;0,005;0,005;0,032;0;0;0,07;0;0;0;0,006
0;0;0,01;0;0;0,153;0;0,105;0,019;0;0;0;0;0;0,029;0;0,01;0,369;0;0;0;0;0;0;0;0,124;0;0;0;0,038;0,033;0,01;0,268;0,01;0;0;0,781;0;0;0;0,048;0;0;0,077;0;0;0;0,007
0;0;0;0,02;0,01;0,167;0;0,078;0,029;0;0;0;0,059;0;0,039;0;0,01;0,282;0,01;0;0;0;0;0;0;0,069;0;0;0;0,054;0,083;0;0,186;0;0;0;0,708;0;0;0;0,01;0;0;0,108;0;0;0;0,008
0;0;0;0;0,011;0,112;0;0,089;0,022;0;0;0;0,011;0;0,034;0;0;0,417;0;0;0;0;0,056;0;0;0,078;0;0;0;0,039;0,056;0,011;0,346;0,011;0;0;0,795;0;0;0;0,011;0;0;0,056;0;0;0,011;0,006
0;0;0;0;0;0,229;0;0,042;0,017;0;0;0;0;0;0,042;0;0;0,333;0;0;0;0;0,017;0;0;0,068;0;0;0;0,03;0,081;0;0,237;0,008;0;0;0,803;0;0,008;0,017;0,025;0;0;0,136;0;0;0;0,005
0,012;0;0;0,008;0;0,19;0;0,024;0,008;0;0;0;0,016;0;0,008;0;0;0,303;0;0;0;0;0;0;0;0,087;0,024;0;0,008;0,047;0,213;0,008;0,158;0;0;0;0,803;0;0,008;0,016;0,016;0;0;0,111;0;0;0;0,006
0;0;0;0;0;0,192;0;0,023;0,011;0;0;0;0,045;0;0,056;0;0,011;0,37;0;0;0;0;0,023;0;0;0,158;0;0;0;0,051;0,09;0,011;0,158;0,011;0;0;0,826;0;0;0,011;0,023;0;0;0,068;0;0;0;0,005
0;0;0;0;0;0,252;0,008;0,042;0,034;0;0;0;0,025;0;0,017;0;0,008;0,296;0;0;0;0;0;0;0;0,05;0;0;0;0;0,034;0,017;0,345;0;0;0;0,784;0;0;0;0,025;0,008;0;0,101;0;0;0;0,012
0;0;0;0;0;0,128;0;0,011;0,032;0;0;0;0,032;0;0,032;0;0,011;0,382;0;0;0;0;0;0;0;0,117;0;0;0;0,021;0,106;0;0,213;0;0;0;0,809;0;0,011;0,011;0,043;0;0;0,17;0;0;0;0,009
0;0;0;0,009;0;0,147;0;0,046;0;0;0;0;0,028;0;0,055;0;0;0,311;0;0;0;0;0;0;0;0,12;0;0;0;0,018;0,051;0,009;0,258;0;0;0;0,874;0;0;0,065;0,009;0,009;0;0,111;0;0;0;0,005
0;0;0;0,005;0;0,248;0;0,032;0,028;0;0;0;0,05;0;0,055;0;0;0,213;0,005;0;0;0;0,009;0;0;0,206;0,005;0;0;0,021;0,076;0,005;0,11;0;0;0;0,667;0;0,005;0,005;0,028;0,005;0;0,05;0;0;0;0,008
0;0;0,014;0;0;0,221;0;0,041;0,041;0;0;0;0,041;0;0,041;0;0,014;0,293;0;0;0;0;0;0;0;0,069;0;0;0;0;0,021;0;0,317;0;0;0;0,84;0;0,014;0;0;0;0;0,124;0;0;0;0,004
0;0;0;0;0;0,16;0;0,062;0,044;0;0;0;0,036;0;0,009;0;0;0,427;0;0;0;0;0,009;0;0;0,044;0,018;0;0,018;0,009;0,049;0,009;0,276;0;0;0;0,858;0;0;0,027;0,044;0;0;0,107;0;0;0;0,003
0;0;0;0;0;0,203;0;0,019;0,029;0;0,01;0;0,039;0;0,058;0;0,01;0,269;0;0;0;0;0;0;0;0,077;0;0;0;0,058;0,092;0,01;0,155;0;0;0;0,871;0;0,01;0,01;0,019;0;0;0,116;0;0;0;0,006
0;0;0,011;0,011;0;0,286;0;0,034;0,034;0;0;0;0,046;0;0,046;0;0;0,33;0;0;0;0;0;0;0;0,08;0;0;0;0,011;0,051;0,011;0,217;0;0;0;0,786;0;0;0;0,011;0;0;0,126;0;0;0;0,011
0;0;0,009;0;0,009;0,181;0;0,018;0,036;0;0;0;0,036;0;0,018;0;0,009;0,324;0,009;0;0;0;0,018;0;0;0,118;0;0;0;0,081;0,122;0;0,199;0,009;0;0;0,852;0;0;0;0,009;0;0;0,063;0;0;0;0,006
0,011;0;0,022;0;0;0,27;0;0,034;0,022;0;0;0;0,011;0;0,011;0;0,034;0,226;0;0;0;0;0;0;0;0,011;0;0;0;0,011;0,067;0,022;0,258;0;0;0,045;0,68;0;0;0;0,022;0,011;0;0,101;0;0;0;0,016
0;0;0;0,011;0;0,159;0;0,011;0,057;0;0;0;0,068;0;0,034;0;0;0,343;0;0;0;0;0,011;0;0;0,057;0,011;0;0;0,057;0,136;0;0,227;0,011;0;0;0,792;0;0,011;0,011;0,023;0;0;0,045;0;0;0;0,004
0;0;0,009;0,009;0;0,188;0;0,027;0,027;0;0;0;0,009;0;0,045;0;0,018;0,385;0,009;0;0;0;0,018;0;0;0,027;0;0;0,009;0,022;0,076;0;0,304;0;0;0;0,792;0;0;0;0,009;0;0;0,152;0;0;0;0,005
0;0;0;0;0;0,219;0;0,018;0,009;0;0;0;0,027;0;0,055;0;0;0,263;0;0;0;0;0,009;0;0;0,046;0;0;0;0,032;0,064;0,009;0,283;0;0;0;0,757;0;0,009;0,009;0,027;0;0;0,164;0;0;0;0,002
0;0;0;0;0;0,05;0;0,1;0,013;0;0;0;0,063;0;0,025;0;0;0,456;0;0,013;0;0;0;0;0;0,013;0;0;0,013;0,081;0,256;0,013;0,288;0;0;0;0,778;0;0;0;0;0;0;0,038;0;0;0;0,002
0;0;0,008;0,016;0;0,106;0;0,049;0,033;0;0;0;0,041;0;0,016;0;0,008;0,382;0;0;0;0;0,024;0;0;0,033;0;0;0;0;0,13;0,016;0,325;0,008;0;0;0,808;0;0,016;0,024;0,041;0;0;0,065;0;0;0;0,004
0;0;0,009;0,009;0,009;0,128;0;0,064;0,027;0;0;0;0,055;0;0,018;0;0,009;0,277;0,009;0;0;0;0,037;0;0;0,1;0;0;0,009;0;0,087;0,027;0,164;0;0;0,009;0,578;0;0;0;0,046;0;0;0,091;0;0;0;0,007
0;0;0,021;0,01;0;0,166;0;0,041;0,01;0;0;0;0,01;0;0,01;0;0,01;0,441;0,01;0;0;0;0;0;0;0,031;0;0;0,01;0,067;0,104;0;0,301;0;0;0,01;0,783;0;0;0;0,031;0;0;0,062;0;0;0,01;0,004
0;0;0;0,008;0;0,088;0;0,064;0,064;0;0;0;0,04;0;0,008;0;0;0,386;0;0;0;0;0;0;0;0,032;0;0;0,008;0,064;0,124;0,008;0,263;0;0;0;0,808;0;0;0,008;0,032;0;0;0,127;0;0;0;0,005
0,023;0;0,009;0;0;0,168;0;0,037;0,009;0;0,009;0;0,047;0;0,037;0;0,037;0,359;0;0;0;0;0,009;0;0;0,056;0,009;0;0,009;0,042;0,112;0,009;0,187;0,009;0;0;0,695;0;0;0;0,037;0,009;0;0,065;0;0;0;0,01
0;0;0;0;0;0,167;0;0,029;0,029;0;0;0;0,02;0;0,029;0;0;0,414;0;0;0;0;0,029;0;0;0,02;0;0;0,01;0,054;0,152;0;0,294;0;0;0;0,782;0;0,01;0,01;0,029;0,01;0;0,098;0;0;0;0,007
0;0;0;0;0,008;0,195;0;0,031;0,016;0;0;0;0,008;0;0,023;0;0,016;0,395;0;0;0;0;0,008;0;0;0,023;0;0;0;0,031;0,121;0;0,28;0;0;0;0,8;0;0;0,016;0,031;0;0;0,163;0;0;0;0,004
0;0;0;0;0;0,104;0;0,048;0,056;0;0;0;0,032;0;0,008;0;0;0,366;0,008;0;0;0;0;0;0;0,016;0;0;0;0,048;0,133;0;0,329;0;0;0;0,836;0;0,008;0,008;0,024;0;0;0,12;0;0;0;0,002
0;0;0;0,025;0;0,1;0,013;0,038;0;0;0;0,013;0,05;0;0,038;0;0,063;0,333;0;0;0;0;0;0;0;0;0;0;0;0,013;0,163;0;0,375;0,013;0;0;0,692;0;0;0,013;0,025;0;0;0,063;0;0;0;0,01
0,013;0;0,009;0;0,009;0,108;0,009;0,018;0,009;0;0;0;0,045;0;0,027;0;0;0,228;0,009;0;0;0;0;0;0;0,09;0,009;0;0;0,121;0,121;0;0,251;0;0;0;0,654;0;0;0;0;0;0;0,108;0;0;0;0,006
0;0;0;0;0;0,185;0;0,046;0,023;0;0;0;0,058;0;0,035;0;0,012;0,414;0,012;0;0;0;0,012;0;0;0,012;0;0;0;0;0,075;0,012;0,277;0;0;0;0,814;0;0;0;0,069;0,012;0;0,139;0;0;0;0
0;0;0;0;0,011;0,149;0;0,046;0,034;0;0;0;0,034;0;0,011;0;0;0,47;0,011;0;0;0;0;0;0;0,023;0;0;0,011;0,08;0,218;0;0,264;0;0;0;0,844;0;0;0;0;0;0;0,08;0;0;0;0,005
0;0;0;0;0;0,138;0;0,075;0;0;0;0;0,025;0;0,025;0;0,013;0,42;0;0;0;0;0,025;0;0;0;0;0;0;0,075;0,263;0;0,225;0;0;0;0,868;0;0,013;0;0;0;0;0,088;0;0;0;0
0;0;0;0;0;0,062;0;0,086;0;0;0;0;0,012;0;0,025;0;0,037;0,243;0;0;0;0;0;0;0;0;0;0;0;0,074;0,358;0;0,272;0;0;0;0,736;0;0;0;0,025;0;0;0,025;0;0;0;0,021
0;0;0,014;0,014;0;0,135;0;0,092;0,007;0;0;0;0;0;0,014;0;0,071;0,078;0;0;0;0;0;0;0;0;0;0;0;0,121;0,305;0;0,085;0;0;0,007;0,575;0;0;0,007;0,007;0;0;0,071;0,014;0;0;0,006
0;0;0,02;0;0;0,082;0;0,102;0,034;0;0,007;0,02;0,027;0;0,007;0;0,041;0,169;0;0;0;0;0;0;0;0,02;0;0;0,014;0,146;0,344;0;0,061;0;0;0,02;0,464;0;0;0;0,007;0;0;0,041;0;0;0;0,01
0;0;0,006;0,006;0;0,113;0;0,088;0,025;0;0;0,006;0,019;0,006;0,006;0;0,063;0,184;0;0;0;0;0;0;0;0,013;0;0;0;0,116;0,295;0;0,119;0;0;0;0,441;0;0,006;0;0,006;0;0;0,056;0;0;0,006;0
0;0;0;0,005;0,005;0,068;0;0,068;0,049;0;0;0;0,024;0;0,01;0;0,015;0,221;0;0,01;0;0;0;0;0;0,02;0;0;0,005;0,163;0,398;0;0,068;0;0;0;0,218;0;0;0;0,005;0,005;0;0,049;0;0;0;0
0;0;0,014;0,005;0;0,082;0;0,119;0,037;0;0;0,009;0,014;0;0,009;0;0,032;0,226;0,005;0;0;0;0,005;0;0;0,005;0;0;0;0,121;0,322;0;0,1;0;0;0;0,204;0;0,014;0;0,018;0;0;0,064;0;0;0;0,003
0;0;0,01;0;0;0,054;0;0,088;0,054;0;0;0;0,02;0;0,015;0;0,034;0,221;0;0;0;0;0;0;0;0,02;0;0;0;0,162;0,314;0;0,078;0;0;0;0,224;0;0,01;0;0,025;0;0;0,074;0;0;0;0,009
0;0;0,008;0;0;0,054;0;0,045;0,012;0;0;0;0,025;0;0,008;0;0,008;0,177;0;0;0;0;0,004;0;0;0,012;0;0;0;0,192;0,407;0;0,128;0;0;0,008;0,227;0;0;0,004;0;0;0;0,037;0;0;0,004;0,016
0;0;0,024;0;0;0,106;0;0,091;0,029;0;0;0,01;0,019;0;0,014;0;0,043;0,2;0;0;0;0;0;0;0;0,01;0;0;0,019;0,142;0,281;0;0,111;0;0;0;0,191;0;0;0;0,029;0;0;0,063;0;0;0;0,019
0,01;0;0,005;0;0;0,01;0;0,057;0,038;0;0;0,005;0,005;0;0,01;0;0,019;0,186;0;0,005;0,005;0;0;0;0;0,019;0;0;0;0,207;0,442;0;0,071;0;0;0;0,222;0,01;0;0;0;0;0;0,052;0;0;0,005;0,015
0;0;0,01;0,01;0;0,061;0;0,066;0,005;0;0;0;0,026;0;0,015;0;0,036;0,197;0;0;0;0;0;0;0;0,031;0;0;0,015;0,156;0,324;0;0,107;0;0;0,005;0,234;0;0;0;0,02;0;0;0,082;0,005;0;0;0,016
0;0;0,006;0;0;0,044;0;0,033;0,017;0;0;0;0;0;0;0;0,028;0,15;0;0,011;0;0;0,006;0;0;0,011;0;0;0;0,207;0,439;0,006;0,061;0;0;0;0,33;0;0,011;0;0;0;0;0,05;0;0;0;0,013
0;0;0,016;0;0;0,07;0;0,06;0,033;0;0;0,011;0,005;0;0;0;0,038;0,252;0,005;0;0;0;0,022;0;0;0,011;0;0;0,005;0,103;0,29;0;0,136;0;0;0;0,248;0,005;0;0;0,054;0;0;0,108;0;0;0;0,006
0,01;0;0,01;0;0;0,077;0;0,051;0,015;0;0;0,005;0;0;0;0;0,031;0,163;0;0,005;0;0;0;0;0;0,015;0;0;0;0,165;0,409;0;0,123;0;0;0;0,312;0;0;0,005;0,005;0;0;0,031;0;0;0;0,009
0;0;0,005;0,01;0;0,068;0;0,094;0,01;0;0;0,005;0;0;0,005;0;0,021;0,263;0;0;0;0;0,005;0;0;0;0;0;0;0,181;0,357;0;0,063;0,005;0;0;0,227;0;0;0;0,037;0;0;0,1;0;0;0;0,009
0,015;0;0;0;0;0,018;0;0,009;0,018;0;0;0;0,004;0;0;0;0,018;0,126;0;0;0;0;0,004;0;0;0,009;0;0;0;0,377;0,445;0;0,053;0;0;0;0,174;0;0;0;0,004;0;0;0,009;0;0;0;0,006
0;0;0,011;0;0;0,049;0;0,099;0,038;0;0;0;0,011;0;0,016;0;0,033;0,201;0;0;0;0;0,016;0;0;0;0;0;0,011;0,142;0,277;0;0,137;0,011;0;0;0,384;0;0;0,005;0,038;0;0;0,071;0;0;0;0,006
0;0;0,005;0,005;0;0,038;0;0,024;0,005;0;0;0,014;0,029;0,005;0,01;0;0,029;0,15;0;0;0;0;0;0;0;0,01;0;0;0;0,164;0,507;0;0,11;0;0;0,005;0,377;0;0;0;0;0;0;0,014;0,005;0;0,005;0
0;0;0,017;0,006;0;0,097;0;0,092;0,029;0;0;0;0,011;0;0,034;0;0,011;0,226;0;0;0;0;0;0;0;0;0;0;0;0,126;0,324;0,006;0,12;0,006;0;0;0,343;0;0,011;0;0,017;0;0;0,057;0;0;0;0,006
0;0;0;0;0;0,025;0;0,086;0,006;0;0;0,006;0,019;0;0,012;0;0,006;0,206;0;0;0;0;0;0;0;0,006;0;0;0;0,182;0,429;0;0,13;0;0;0;0,447;0;0;0,012;0;0;0;0,031;0;0;0;0,012
0;0;0,007;0,007;0;0,086;0;0,086;0,036;0;0;0;0,014;0;0;0;0,007;0,187;0;0;0;0;0;0;0;0,007;0;0;0,007;0,136;0,355;0;0,1;0;0;0;0,515;0;0,007;0;0,022;0;0;0,093;0;0;0;0,006
0,011;0;0;0;0;0,067;0;0,052;0,015;0;0;0,015;0,03;0;0,007;0;0,052;0,192;0,007;0;0;0;0,007;0;0;0;0;0;0;0,112;0,342;0,015;0,126;0;0;0,007;0,529;0;0,007;0,007;0,022;0;0;0,052;0;0;0;0,009
0;0;0,007;0;0,007;0,08;0;0,067;0,027;0;0;0;0,013;0;0,007;0;0,06;0,247;0;0;0;0;0;0;0;0,007;0;0;0,007;0,114;0,311;0;0,127;0;0;0;0,447;0,007;0,007;0;0,054;0;0;0,06;0;0;0;0,006
0;0;0;0;0;0,115;0;0,097;0,012;0;0;0,006;0,006;0;0,006;0;0,03;0,122;0;0,006;0;0;0;0,006;0;0;0;0;0;0,16;0,254;0;0,187;0;0;0;0,574;0,006;0;0,006;0,024;0;0;0,048;0;0;0,006;0,01
0;0;0,011;0;0;0,075;0;0,096;0,016;0;0;0,005;0,021;0;0,011;0;0,016;0,221;0,005;0;0;0;0,005;0;0;0;0;0;0;0,115;0,281;0;0,118;0;0;0;0,332;0;0;0;0,048;0;0;0,102;0,005;0;0,011;0,009
0,009;0;0;0;0;0,09;0;0,06;0,006;0;0,006;0,006;0,036;0;0,018;0;0,06;0,262;0;0;0;0;0;0,006;0;0,006;0;0;0;0,132;0,318;0,006;0,138;0;0;0;0,333;0;0;0;0,006;0;0;0,072;0;0;0;0,006
0;0;0,023;0,005;0,009;0,083;0;0,069;0,056;0;0,005;0,005;0,009;0;0,009;0;0,014;0,2;0;0;0;0;0,005;0,005;0;0;0;0;0,009;0,113;0,34;0;0,111;0;0;0;0,169;0;0;0,014;0,032;0;0;0,074;0;0;0;0,009
