NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
0;2,54;6,78;6,78;10,17;2,54;7,63;2,54;0;0,85;0;11,86;17,8;0,85;6,78;13,56;6,78;0;0;0,85
0;10,43;6,09;5,22;2,61;2,61;5,22;7,83;0;0;0;20;19,13;0;0,87;13,91;3,48;0;0;0
0;15,28;4,86;4,86;3,47;2,08;0,69;8,33;0;0;0,69;20,14;17,36;0;2,08;12,5;4,17;0;0;1,39
0;4,9;8,82;6,86;0;2,94;3,92;12,75;0;0;0,98;15,69;16,67;0,98;1,96;20,59;0;0;0;1,96
0;4,08;7,14;4,08;0;2,04;9,18;8,16;0;0;0;15,31;16,33;0;1,02;26,53;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1,3;3,9;3,9;6,49;0;5,19;2,6;6,49;0;0;1,3;11,69;22,08;1,3;1,3;18,18;10,39;0;0;1,3
0;0;3,23;12,9;6,45;0;3,23;3,23;0;0;0;16,13;29,03;0;0;9,68;9,68;0;0;0
0;0;4,35;1,74;1,74;2,61;1,74;14,78;0;0,87;0;21,74;19,13;0;0;24,35;3,48;0;0;0
0;0;7,32;2,44;2,44;2,44;1,22;10,98;0;0;0;23,17;29,27;2,44;0;17,07;0;0;0;0
0;0;1,92;1,92;5,77;0,96;2,88;5,77;0;0;0,96;29,81;26,92;2,88;0,96;14,42;0,96;0;0;0,96
1,01;0;3,03;2,02;0;0;0;15,15;0;0;0;28,28;28,28;0;1,01;9,09;8,08;1,01;0;0
0;0;2,04;6,12;8,16;0;2,04;10,2;0;0;0;18,37;30,61;4,08;0;12,24;2,04;0;0;0
0;0;3,42;9,4;5,13;0,85;2,56;10,26;0;0;0;24,79;18,8;4,27;1,71;12,82;0,85;0,85;0;0,85
0;0,87;1,74;5,22;1,74;2,61;0,87;17,39;0;0;1,74;26,96;26,09;0;1,74;11,3;0;0;0;0
0;0;0,99;6,93;6,93;0,99;2,97;12,87;0;0;0;28,71;10,89;0;0,99;17,82;6,93;0;0;0
0;0;0;7,08;1,77;4,42;1,77;18,58;0;0;0;26,55;16,81;0;0;15,04;5,31;0;0;0,88
0;0,91;0;11,82;3,64;3,64;8,18;10;0;0;0,91;30;18,18;0;0;5,45;5,45;0;0;0
0;0;0;14,41;4,5;3,6;7,21;9,91;0;0,9;0;25,23;17,12;0;0;11,71;2,7;0;0;0
0;0;2,8;4,67;12,15;5,61;1,87;9,35;0;0;0;33,64;13,08;0,93;1,87;12,15;0;0;0;0
0;0;1,75;8,77;5,26;5,26;7,02;19,3;0;0;0;24,56;24,56;0;0;1,75;1,75;0;0;0
0;0;0,77;7,69;41,54;6,15;5,38;10,77;0;0;0;10;10,77;1,54;0;3,08;0;0;0;0,77
0;0;0;8,45;4,23;12,68;0;11,27;0;0;0;33,8;21,13;4,23;0;4,23;0;0;0;0
0;0;0;9,52;3,57;5,95;4,76;5,95;0;0;0;40,48;23,81;0;0;4,76;0;0;1,19;0
0;0;0;3,92;43,14;16,67;6,86;7,84;0;0;0;4,9;11,76;0;0;0,98;0;0;0;1,96
0;0;0;9,52;25,4;9,52;6,35;7,94;0;1,59;0;22,22;6,35;0;3,17;7,94;0;0;0;0
0;0;0,98;12,75;20,59;7,84;15,69;12,75;0;2,94;0;18,63;4,9;0;0;0,98;0;0;0;0,98
0;0;0;1,79;29,46;8,04;8,93;9,82;0;0;1,79;37,5;1,79;0;0;0;0;0;0;0
0;0;0;5,61;36,45;6,54;15,89;16,82;1,87;0;0,93;13,08;1,87;0;0;0;0;0;0;0
0;0;0;1,85;25,93;2,78;9,26;17,59;0;0,93;4,63;28,7;3,7;0;0,93;2,78;0;0;0;0
0;0;0,94;6,6;31,13;13,21;15,09;16,98;0;1,89;0;8,49;4,72;0;0;0;0;0;0;0,94
0;0;0;6,35;30,95;13,49;7,14;11,11;0;1,59;5,56;19,05;2,38;0;0;0,79;0;0,79;0;0
0;0;0;19,09;20,91;22,73;10;11,82;0;0,91;2,73;9,09;0,91;0;0;0;0;0;0;0
0;0;0;10,19;25,93;5,56;11,11;15,74;0;0;4,63;21,3;2,78;0;0;0;0;0;0;0
0;0;0;38,61;20,79;11,88;1,98;8,91;0;0;0,99;7,92;6,93;0;0;0;0;0;0;0
0;0,99;0,99;24,75;21,78;14,36;7,92;18,32;0,99;1,49;2,48;1,98;1,98;0,99;0;0;0;0;0;0
0;0;0,83;35;24,17;8,33;1,67;8,33;0;0,83;5,83;11,67;1,67;0;0;0,83;0;0;0;0
0;0;3;18;29;17;4;12;1;1;5;5;5;0;0;0;0;0;0;0
0;0,81;0;41,13;23,39;4,84;3,23;8,87;0;0;4,84;7,26;1,61;0;1,61;0;0;0;0;0,81
0;0;0,57;25,71;30,29;10,29;4;8;0;0;4,57;6,29;4,57;0;0;2,29;0;0;0;1,14
0;0;0,9;17,12;31,53;14,41;7,21;11,71;0;0;1,8;8,11;5,41;0;0;0,9;0;0;0;0
0;0;0;15,89;34,58;15,89;8,41;4,67;0;0,93;0;9,35;9,35;0;0;0,93;0;0;0;0
0;0;0,79;23,62;30,71;7,09;4,72;7,87;0;0,79;3,15;10,24;6,3;0;0,79;1,57;0;0;0;0
0;0;0;9,26;44,44;19,44;7,41;6,48;1,85;0;0,93;5,56;2,78;0;0;0;0;0;0;0,93
0;0;0,91;6,36;47,27;11,82;2,73;6,36;0;0;0;11,82;8,18;0;0;0;0;0;0;1,82
0;0;0,88;7,89;41,23;13,16;7,02;17,54;0;1,75;0;7,89;2,63;0;0;0;0;0;0;0
0;0;0,79;4,72;29,13;15,75;1,57;14,96;0;0;0,79;9,45;16,54;0;1,57;2,36;0,79;0;0;0
0;0;0,93;5,61;16,82;11,21;5,61;20,56;0,93;0;2,8;12,15;17,76;0;0;0,93;0;0;0;0
1;0;2;6;13;9;4;17;0;0;1;21;14;0;3;3;0;0;0;0
0;0;1,96;5,88;30,39;7,84;2,94;16,67;1,96;0,98;0,98;18,63;7,84;0;0;1,96;0;0;0;0
0;0;0,93;7,41;28,7;5,56;0;12,96;0;2,78;1,85;19,44;10,19;0;0;3,7;0;0;0;0
0;0,91;0;9,09;33,64;6,36;3,64;22,73;0,91;0;0,91;3,64;10,91;0;1,82;0;0;0;0;0
0;0;2,88;4,81;28,85;3,85;0;10,58;0;0;1,92;16,35;18,27;0;4,81;1,92;0;0;0;0,96
0;0;0;7,83;36,52;4,35;0,87;21,74;0;2,61;0;14,78;8,7;0;0,87;1,74;0;0;0;0
0;0;1;6;34;5;0;8;0;0;0;16;19;0;1;4;0;1;0;0
0;0;0,77;7,69;38,46;5,38;2,31;16,15;1,54;0,77;1,54;12,31;7,69;0;0,77;1,54;0;0;0;0
0;0;5,68;14,2;13,07;5,68;2,27;15,91;0;0;2,84;11,36;19,32;0;1,7;1,7;0,57;0;0;0
0;0;0;5,3;33,33;9,09;5,3;15,15;0,76;0;0,76;17,42;6,82;0;0,76;1,52;0;0;0;0,76
0;0;0,92;11,01;22,02;4,59;1,83;13,76;0;0;0,92;11,93;21,1;0;0,92;4,59;0;0;0;0
0;0;2,68;3,57;17,86;7,14;0,89;13,39;1,79;1,79;0;20,54;16,96;0;0,89;5,36;0,89;0;0;0,89
0;0;0,83;6,67;20;9,17;2,5;11,67;0,83;1,67;3,33;13,33;14,17;0;1,67;5;0;0;0;0,83
0;0;2,99;14,18;16,42;11,19;2,24;10,45;1,49;1,49;0;14,93;17,16;0;2,24;1,49;0;0;0;1,49
0;0;1,68;7,56;15,97;6,72;3,36;14,29;0;0,84;0,84;21,85;13,45;0;4,2;2,52;0;0;0;0,84
0;0;0,77;6,92;22,31;13,08;3,08;15,38;1,54;0,77;1,54;24,62;5,38;0;3,08;1,54;0;0;0;0
0;0;0,88;9,65;9,65;9,65;3,51;15,79;0;0;0,88;15,79;22,81;0,88;0;5,26;0;0;0;0
0;0;2,36;8,66;29,13;18,9;1,57;13,39;0;3,94;0;11,02;8,66;0;0;1,57;0;0;0;0
0;0;2,7;4,5;17,12;10,81;0,9;25,23;0;0;0;11,71;21,62;0;0,9;3,6;0;0;0;0
0;0;3,09;8,25;26,8;12,37;6,19;23,71;1,03;1,03;0;6,19;11,34;0;0;0;0;0;0;0
0;0;2,73;7,27;10,91;13,64;2,73;22,73;0,91;0;0,91;8,18;20;0;2,73;0;0;0;0;0
0;0;3,31;12,4;24,79;6,61;0;12,4;0;1,65;0,83;12,4;18,18;0;1,65;0,83;0;0;0;0,83
0;0;0;13;18;19;2;12;0;2;3;12;8;0;0;4;0;0;0;0
0;0;0,73;9,49;24,82;12,41;1,46;8,76;0,73;0;0;12,41;13,87;0;1,46;7,3;0;0;0;0
0;0;1,32;6,58;28,29;20,39;0;20,39;0;0;1,97;15,79;1,32;0;0;1,32;0;0;0;0
0;0,73;0;3,65;32,12;6,57;0,73;21,9;1,46;2,19;1,46;13,14;7,3;0;1,46;4,38;0;0;0;0
0;0;0;4,41;18,38;11,03;1,47;12,5;0,74;2,21;2,21;45,59;0;0;0,74;0;0;0;0;0
0;0;0;2,7;23,65;32,43;0;12,16;1,35;0,68;2,7;17,57;2,7;0;2,03;0,68;0;0;0;0
0;0;0,61;4,91;38,04;22,7;0;17,18;0,61;0,61;3,07;9,2;0,61;0;0,61;1,23;0;0;0;0
0;0;1,16;0,58;22,54;54,91;0,58;9,25;1,73;1,73;1,73;3,47;1,73;0;0;0,58;0;0;0;0
0;0;0;0;16,76;60,34;0;11,17;2,23;1,12;1,12;3,35;1,68;0;0;0,56;0;0;0;0
0;0;0,75;6,72;24,63;41,04;0;17,16;1,49;1,49;2,99;0,75;1,49;0;0;0;0;0;0;0
0;0;0;9,43;21,7;35,85;0;23,58;3,77;3,77;0;1,89;0;0;0;0;0;0;0;0
0;1,77;0;3,54;16,81;61,06;0;7,96;3,54;1,77;0;0,88;2,65;0;0;0;0;0;0;0
0;1,42;0;4,26;21,99;43,26;0;14,89;4,26;1,42;2,13;3,55;2,13;0;0;0;0;0;0;0
0;0;0;3,85;22,12;44,23;1,92;12,5;5,77;3,85;3,85;0;0,96;0;0;0;0;0;0;0
0;0;3,15;3,94;9,45;40,94;0;29,92;5,51;0,79;4,72;0;0;0;0;0;0;0;0;0
0;0;0,92;0,92;7,34;40,37;0,92;28,44;9,17;2,75;9,17;0;0;0;0;0;0;0;0;0
0;0,88;0;6,14;2,63;42,98;2,63;21,93;15,79;2,63;1,75;0;0,88;0;0;0;0;0;0;0
0;0;0;3,45;2,59;42,24;0;27,59;10,34;4,31;6,03;0;1,72;0;0;0;0;0;0;0,86
0;0;0,83;1,67;6,67;38,33;1,67;33,33;5;6,67;3,33;0,83;0,83;0;0;0;0;0;0;0
0;0;0,79;0,79;3,17;38,1;0;23,81;10,32;12,7;9,52;0;0,79;0;0;0;0;0;0;0
0;0;0,85;2,56;2,56;40,17;0;17,95;8,55;12,82;11,11;0,85;1,71;0;0;0;0;0;0;0
0;0;0,88;1,75;4,39;32,46;0;18,42;12,28;10,53;18,42;0;0;0;0;0;0;0;0;0
0;0;0,85;1,71;1,71;38,46;0;23,93;8,55;14,53;10,26;0;0;0;0;0;0;0;0;0
0;0;0;0,74;3,7;42,22;0,74;16,3;11,11;11,11;11,11;0;1,48;0;0;0;0;0;0;0
0;0;0,83;0,83;1,67;42,5;1,67;19,17;8,33;14,17;8,33;0;1,67;0;0;0;0;0;0;0
0;0;0;0;0,93;40,74;0;20,37;5,56;16,67;14,81;0;0;0;0;0;0;0;0;0
0;0;2,68;3,57;0;48,21;0;20,54;8,93;8,93;5,36;0;1,79;0;0;0;0;0;0;0
0;0;2,48;0,83;2,48;47,11;0;12,4;10,74;12,4;7,44;0;1,65;0;0;0;0;0;0;0
0;0;2,65;0;1,77;51,33;0,88;11,5;9,73;14,16;7,96;0;0;0;0;0;0;0;0;0
0;0;3,77;2,83;0,94;37,74;0;21,7;7,55;19,81;3,77;0;0,94;0;0;0;0;0;0;0
0;0;1,44;3,6;1,44;47,48;0;10,79;5,04;17,99;8,63;0;1,44;0;0;0;0;0;0;0
0;0;3,08;6,15;0,77;63,08;0;8,46;3,85;10;1,54;0;2,31;0;0;0;0;0;0;0
0;0;1,32;1,97;1,97;63,16;0;13,16;1,97;12,5;1,97;0;0;0;0;0;0;0;0;0
0;0;1,22;1,83;0;74,39;0;6,71;1,83;12,8;0,61;0;0;0;0;0;0;0;0;0
0;0;1,81;2,41;0;77,11;0;7,83;3,01;7,83;0;0;0;0;0;0;0;0;0;0
0;0;0,9;0,9;0;84,68;0;9,91;0;3,6;0;0;0;0;0;0;0;0;0;0
0;0;1,44;1,44;0;76,98;0;11,51;0;7,91;0;0;0;0;0;0;0;0;0;0
0;0;2,78;2,08;0;88,19;0;2,78;0;4,17;0;0;0;0;0;0;0;0;0;0
0;0;3,53;2,94;0;77,06;0;5,29;0;9,41;0,59;0;1,18;0;0;0;0;0;0;0
0;0;10,83;3,82;0;74,52;0;3,18;0;5,73;0;0;1,91;0;0;0;0;0;0;0
0;0;17,04;6,67;0;74,81;0;0,74;0;0,74;0;0;0;0;0;0;0;0;0;0
0;0;33,13;19,02;0;41,1;0;1,23;0;0,61;0;0;3,68;0;0;0;0;0;0;1,23
0;0;26,79;51,79;0;16,96;0;0,89;0;0;0;0;3,57;0;0;0;0;0;0;0
0;0;30;55,45;0;2,73;0;0;0;0;0;0;4,55;0;6,36;0;0;0;0;0
0;0;61,24;31,01;0;0;0;0;0;0,78;0;0;6,2;0;0;0;0;0;0;0,78
0;0;34,82;52,68;0;0;0;0;0;0;0;0;8,93;0;1,79;0;0;0,89;0;0,89
0;0;42,72;37,86;0;2,91;0;0;0;0;0;0;8,74;0;3,88;0;0;0,97;0;2,91
0;0;53,98;25,66;0;3,54;0;0,88;0;0;0;0;8,85;0;2,65;0;0;0;0;3,54
0;0;61,24;27,13;0;0;0;0;0;0;0;0;3,1;0;4,65;0;0;2,33;0;1,55
0;0;41,13;26,95;0;1,42;0;0;0;0;0;0;21,99;0;4,26;0;0;4,26;0;0
0;0;32,95;23,86;0;0;0;0;0;0;0;0;31,82;0;7,95;0;0;2,27;0;1,14
0;0;17,98;7,87;0;0;0;0;0;0;0;0;52,81;0;15,73;0;0;0;0;5,62
0;0;40;13,33;0;0;0;0;0;0;0;0;35,56;0;10;0;0;0;0;1,11
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;10,53;31,58;5,26;3,51;0;0;0;0;0;0;0;47,37;1,75;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;4,46;33,93;16,96;0,89;0;0;0,89;0;0,89;0;0;37,5;0,89;1,79;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;5,59;32,17;15,38;2,8;0;0;0;0;0;0;0;35,66;1,4;0;1,4;2,1;0;0;0,7
0;5,36;62,5;3,57;0;0;0;0;0;0;0;0;26,79;0;1,79;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;21,54;7,69;3,08;0;0;1,54;0;0;0;0;58,46;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;4,03;21,77;12,1;3,23;0;0,81;0;0;0,81;0;0;46,77;2,42;2,42;0;0;0;0;0
0;0;25,81;12,9;4,84;0;0;0;0;0;0;0;56,45;0;0;0;0;0;0;0
0;6,09;43,48;10,43;1,74;0;0;0;0;0;0;0;32,17;0,87;1,74;0;0;0;0;3,48
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;9,43;35,85;13,21;0;0;0;1,89;0;0;0;0;37,74;1,89;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;3,64;38,18;18,18;3,64;0;0;0;0;0;0;0;30,91;0;0;0;1,82;0;0;1,82
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;8,93;60,71;3,57;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0
0;3,85;34,62;5,77;3,85;0;0;1,92;0;0;0;0;38,46;3,85;0;0;0;0;0;5,77
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;33,33;20,37;0;0;0;0;0;0;0;0;42,59;0;0;0;0;1,85;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1,75;36,84;12,28;3,51;0;0;0;0;1,75;0;0;31,58;3,51;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;3,92;25,49;17,65;1,96;0;0;0;0;0;0;0;47,06;3,92;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;3,57;39,29;3,57;0;0;0;1,79;0;0;0;0;48,21;0;0;0;0;1,79;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;7,84;39,22;15,69;1,96;0;0;0;0;0;0;0;33,33;0;1,96;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;5,08;37,29;18,64;0,85;0;0;1,69;0;0;0;0;30,51;0;1,69;0;0;0;0;2,54
